CHARGE1STATUTE,CHARGE1DESCRIPTION,OffenseDescription,OffenseDescription2,OffenseType,OffenseTypeSort
430 ILCS 65.0/2-A-1,POSSESS REVOKED FIREARM FOID,Possession of a firearm without a valid FOID,Other weapons offense,Weapon offense,3
430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,Unlawful possession of firearms and firearms ammunition,Unlawful possession/purchase of firearms and firearms ammunition,Weapon offense,3
430 ILCS 65.0/3-A,ILLEGAL TRANSFER FIREARM/3RD+,Unlawful sale or delivery of firearms,Gunrunning/unlawful sale or delivery of firearms,Weapon offense,3
430 ILCS 65.0/3-A,ILLEGAL TRANSFER FIREARMS,Unlawful sale or delivery of firearms,Gunrunning/unlawful sale or delivery of firearms,Weapon offense,3
430 ILCS 65.0/3-B,FAIL KEEP RECORD OF TRANSFER/FIREARM,Other offense,Other public order offense,Public order offense,6
430 ILCS 65.0/9.5-A,FL TO SURRENDER FOID CARD,Possession of a firearm without a valid FOID,Other weapons offense,Weapon offense,3
430 ILCS 66.0/10-C-1,CARRY HANDGUN NOT CONCEALED VALID FCCL HOLDER,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/10-G,FIREARM CONCEAL CARRY LICENSE REQUIRED,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/10-H,FCCL FL DISCL CONCEALED FIR,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/10-H,FCCL FL DISCL CONCEALED FIR/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/10-H,NONRESID FL DISCL CONCL FIR,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-1,CARRY CONCEALED FIR/AIRPORT/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-1,CARRY CONCEALED FIR/AIRPORT/2+ (ATTEMPT),Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-1,CARRY CONCL FIR/LOCAL GOVT,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-1,CARRY CONCL FIREARM/PUB SCHOOL,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-10,CARRY CONCL/PUBLIC EVENT,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-10,CARRY CONCL/PUBLIC EVENT/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-13,CARRY CONCL FIR/PARK FACILITY,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-15,CARRY CONCL FIR/UNIVERSITY,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-19,CARRY CONCEALED FIR/AIRPORT,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-23,CARRY CONCL FIR/FEDERAL LAW,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-23,CARRY CONCL FIR/FEDERAL LAW/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-3,CARRY CONCL FIR/GOVT BUILDING,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-4,CARRY CONCL FIR/COURT BLDG,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-5,CARRY CONCL FIR/LOCAL GOVT/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-7,CARRY CONCEALED FIR/HOSPITAL,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-8,CARRY CONCL FIR/PUB TRANSP,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-8,CARRY CONCL FIR/PUB TRANSP/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-A-9,CARRY CONCL FIR/ALCOHOL EST,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/65-G,FL TO SURRENDER CONCL LICENSE,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/70-D,CARRY CONCEAL FIREARM/UNDER INFLU/1-2,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/70-E,VIOLATE CONCEAL/CARRY ACT,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 66.0/70-E,VIOLATE CONCEAL/CARRY ACT/2+,Concealed firearm violation,Other weapons offense,Weapon offense,3
430 ILCS 85.0/2-14,OPERATE WITHOUT INSURANCE,Driving without insurance,Other vehicle-related offense,DUI/vehicle offense,4
5 ILCS 430.0/50-5-D,FILE FALSE REPORT/ETHICS ACT,Other offense,Other public order offense,Public order offense,6
5-12-110(F),LANDLORD / FAILURE PROVIDE ESSENTIAL SERVICES,Other offense,Other public order offense,Public order offense,6
5-12-160,PROHIBIT INTERRUPT OF TENANT OCCUPANCY BY LANDLORD,Other offense,Other public order offense,Public order offense,6
510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,Resisting or obstructing a peace officer,Obstructing justice/resisting or obstructing peace officer,Public order offense,6
510 ILCS 70.0/3,ANIMAL OWNER DUTIES /1ST VIOLATION,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.01,ANIMAL - CRUELTY TO ANIMALS,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.01,ANIMAL - CRUELTY TO ANIMALS/2ND+,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.02-A,AGG CRUELTY TO ANIMALS/2+,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.02-A,AGGRAVATED CRUELTY TO ANIMALS,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.03-1-B,ANIMAL - DEPICT OF ANIMAL CRUELTY,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/3.03-A,ANIMAL - ANIMAL TORTURE,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/4.03,ANIMAL - TEASE POLICE ANIMAL,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/7,IMPROPER ANIMAL CONFINEMENT,Cruelty or harm to animals,Other public order offense,Public order offense,6
510 ILCS 70.0/7.1,ANIMAL - CONFINE ANIMAL IN VEHICLE,Cruelty or harm to animals,Other public order offense,Public order offense,6
515 ILCS 5.0/1-200,OBSTRUCTING AN OFFICER,Resisting or obstructing a peace officer,Obstructing justice/resisting or obstructing peace officer,Public order offense,6
515 ILCS 5.0/1-200,OBSTRUCTING AN OFFICER (ATTEMPT),Resisting or obstructing a peace officer,Obstructing justice/resisting or obstructing peace officer,Public order offense,6
515 ILCS 5.0/10-105,VIOL/FISH IMPORTATION PERMIT,Other offense,Other public order offense,Public order offense,6
515 ILCS 5.0/20-105,VIO WHILE UNDER REVOC/SUSP,Other offense,Other public order offense,Public order offense,6
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
520 ILCS 5.0/2.33-N,WILDLIFE - UNLAWFUL TRANSPORT OF WEAPON,Other offense,Other public order offense,Public order offense,6
520 ILCS 5.0/2.38-3,COUNTERFEIT LICENSE/PERMIT/TAG,Other offense,Other public order offense,Public order offense,6
525 ILCS 20.0/2C,NO DEALER LIC/LICENSE REVOKED,Other offense,Other public order offense,Public order offense,6
620 ILCS 5.0/42-J-D,FAIL TO RETURN REGISTRATION,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 40.0/2-4,RESISTANCE TO OFFICER,Resisting or obstructing a peace officer,Obstructing justice/resisting or obstructing peace officer,Public order offense,6
625 ILCS 40.0/3-2,WILFUL FAILURE TO REGISTER,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 45.0/2-4-B,IVC - OPER FAIL STOP POLICE SIGNAL,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 45.0/3A-20-A,IVC - OPERATING W/O CERTIF OF TITLE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 45.0/5-16-A-1-A,IVC - MOTORBOAT/WATERCRAFT - OUI/0.08 ALCOHOL,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 45.0/5-16-A-1-B,IVC - MOTORBOAT/WATERCRAFT - OUI/ALCOHOL,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-A,IVC - PEDESTRIAN SOLICIT RIDE ON  ROADWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-A,IVC - PEDESTRIAN SOLICIT RIDE ON  ROADWAY (SOLICITATION),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-A,PEDEST SOLICIT RIDE ON ROADWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-B,IVC - PEDESTRIAN SOLICIT EMPLOYMENT/HIGHWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-B,PEDEST SOLICIT EMPLOYMENT/HWY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1006-C,IVC - SOLICIT CONTRIBUTION ON HIGHWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1007,IVC - IMPROPER WALKING ON HIGHWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1103-A,OBSTRUCTING STREET CAR TRAFFIC,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1204-B,IVC - DISREGARD STOP SIGN,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1304,UNLAWFUL PARKING,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1304.5,IVC - UNLAWFUL PARKING EXPIRED REGIS,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1402-A,IVC - UNSAFE BACKING ON ROADWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1406,IVC - DRIVER'S VIEW OBSTRUCTED,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1416,IVC - OBSTRUCTING DRIVER ON HIGHWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1427.4-3,ATTEMPT TO FLEE/ELUDE OFFICER,Fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-1431,SOLICIT AT ACCIDENT SCENE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1431-A,TOWER SOLICITATION AT SCENE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1431-A,TOWER SOLICITATION AT SCENE (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1502,IVC - FAIL TRAFFIC LAWS/BICYCLE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-1516-C,OPER LOW-SPD BIKE ON SIDEWALK,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-203,IVC - OBEDIENCE TO POLICE OFFICERS,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,FLEEING/ATTEMPT ELUDE OFFICER,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,FLEEING/ATTEMPT ELUDE OFFICER (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,IVC - FLEEING/ATTEMPT ELUDE OFF 3+,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204-A,IVC - FLEEING/ATTEMPT ELUDE OFF 3+ (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-1,IVC - AGG FLEEING POLICE/21MPH OVER/2ND,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-1,IVC - AGG FLEEING/POLICE/21 MPH,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-2,IVC - AGG FLEEING/BODILY INJURY/2ND,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-2,IVC - AGGRAVATED FLEEING/BODILY INJURY,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-3,IVC - AGG FLEEING/DAMAGE>$300 PROP,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-3,IVC - AGG FLEEING/DAMAGE>$300 PROP/2ND,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DEVICES,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DEVICES (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DVC/2ND,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-204.1-A-5,AGG FLEE/CONCL/ALT REGIS PLT,Aggravated fleeing or eluding a peace officer,Fleeing or eluding police,DUI/vehicle offense,4
625 ILCS 5.0/11-305-A,IVC - DISOBEY TRAFFIC CONTROL DEVICE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-307,DISOBEY PEDESTRIAN CON SIGNAL,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-401-A,IVC - LEAVE SCENE OF ACCIDENT -  INJURY/DEATH,Leaving the scene of an accident,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-401-B,FAILURE REPORT ACCIDENT/DEATH,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-401-B,FAILURE REPORT ACCIDENT/INJURY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-402-A,LEAVING THE SCENE,Leaving the scene of an accident,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-402-A,LEAVING THE SCENE (ATTEMPT),Leaving the scene of an accident,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-403,FAIL GIVE INFO/RENDER AID/INJ,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-403,FAIL GIVE INFO/RENDER AID/PROP,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-403,IVC - FAIL GIVE INFO/RENDER AID PROPERTY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-403,IVC - FAIL GIVE INFO/RENDER AID/INJURY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-404-A,FAIL NOTIFY DMG/UNATTENDED VEH,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-404-A,FAIL NOTIFY DMG/UNATTENDED VEH (ATTEMPT),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-409,IVC - FALSE REPORTS,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/3+,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/3RD+,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/5/PASS <16,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/ACCIDENT/BODILY HARM,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/NO VALID DL,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/NO VALID INS,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,AGG DUI/PREVIOUS RECK HOMICIDE,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,DUI LIC SUSP OR REVOKED,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,DUI/3RD/PREVIOUS VIOLATION,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,DUI/4TH+/LIC SUSP OR REVOKED,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC  - AGG DUI 6+,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI /NO VALID INS,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI LIC SUSP OR REVOKED,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/2ND/PASS <16,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/3,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/3/BAC 0.16+,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/3/PASS <16,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/3RD/LIC SUSP OR REV,DUI,DUI,DUI/vehicle offense,4
625 ILCS 5.0/11-501-A,IVC - AGG DUI/4,DUI,DUI,DUI/vehicle offense,4
